BATTER,Dismissal,R,B,M,4s,6s,SR,URL,Match
Faheem Nellancheri , b Shah,2,4,-,0,0,50,/cricketers/faheem-nellancheri-946515,denmark vs finland
Peter Gallagher ,c †Abdul Hashmi b Shah,1,4,-,0,0,25,/cricketers/peter-gallagher-1156458,denmark vs finland
Mahesh Tambe ,run out (Hald/†Abdul Hashmi),8,8,-,0,0,100,/cricketers/mahesh-tambe-1156462,denmark vs finland
Rizwan Mahmood ,c Akhil Arjunan b Gallagher,4,11,-,0,0,36.36,/cricketers/rizwan-mahmood-303348,denmark vs finland
Hamid Shah (c),c Jordan O'Brien b Akhil Arjunan,27,20,-,1,2,135,/cricketers/hamid-shah-364327,denmark vs finland
Imal Zuwak , b Qamar Mushtaque,26,13,-,5,0,200,/cricketers/imal-zuwak-1273278,norway vs sweden
Choudry Share Ali ,c Ali Saleem b Javed Maroofkhail,43,32,-,2,2,134.37,/cricketers/choudry-share-ali-1273286,norway vs sweden
Abdur Rahman Sudais , b Vinay Ravi,1,3,-,0,0,33.33,/cricketers/abdur-rahman-sudais-335850,norway vs sweden
Wynand Boshoff †,c Vinay Ravi b Javed Maroofkhail,16,21,-,1,0,76.19,/cricketers/wynand-boshoff-1273277,norway vs sweden
Saeed Ahmed ,c Tafseer Ali b Sher Sahak,11,12,-,1,0,91.66,/cricketers/saeed-ahmed-1215488,norway vs sweden
Sami Rahmani ,run out (Shahbaz Butt/Vinay Ravi),34,19,-,2,2,178.94,/cricketers/sami-rahmani-250386,norway vs sweden
Zaker Taqawi ,c Ali Saleem b Qamar Mushtaque,4,8,-,0,0,50,/cricketers/zaker-taqawi-1318855,norway vs sweden
Raza Iqbal , b Abdul Naser Baluch,0,1,-,0,0,0,/cricketers/raza-iqbal-917093,norway vs sweden
Nouman Butt ,c Prashant Shukla b Khalid Zahid,7,5,-,1,0,140,/cricketers/nouman-butt-1325905,norway vs sweden
Kuruge Abeyrathna †,lbw b Shahzeb Choudhry,25,29,-,2,0,86.2,/cricketers/kuruge-abeyrathna-1271990,norway vs sweden
Javed Maroofkhail ,c Abdur Rahman Sudais b Khalid Zahid,0,1,-,0,0,0,/cricketers/javed-maroofkhail-1188638,norway vs sweden
Muhammad Butt ,c Prashant Shukla b Khalid Zahid,6,7,-,1,0,85.71,/cricketers/muhammad-butt-467850,norway vs sweden
Tafseer Ali ,c Saeed Ahmed b Prashant Shukla,22,22,-,2,0,100,/cricketers/tafseer-ali-581602,norway vs sweden
Ali Saleem (c),c Shahzeb Choudhry b Saeed Ahmed,6,12,-,0,0,50,/cricketers/ali-saleem-523825,norway vs sweden
Sher Sahak , b Abdul Naser Baluch,18,11,-,3,0,163.63,/cricketers/sher-sahak-1271993,norway vs sweden
Junaid Mehmood ,lbw b Shahzeb Choudhry,14,16,-,1,0,87.5,/cricketers/junaid-mehmood-525145,norway vs sweden
Nicolaj Laegsgaard ,c †Boshoff b Abdul Naser Baluch,0,2,-,0,0,0,/cricketers/nicolaj-laegsgaard-1144657,denmark vs sweden
Hamid Shah (c), b Saeed Ahmed,29,31,-,2,1,93.54,/cricketers/hamid-shah-364327,denmark vs sweden
Shangeev Thanikaithasan   ,c Shahzeb Choudhry b Khalid Zahid,8,8,-,1,0,100,/cricketers/shangeev-thanikaithasan-1036597,denmark vs sweden
Saif Ahmad ,c Imal Zuwak b Shahzeb Choudhry,4,7,-,0,0,57.14,/cricketers/saif-ahmad-659073,denmark vs sweden
Magnus Kristensen ,c Abdul Naser Baluch b Shahzeb Choudhry,6,10,-,1,0,60,/cricketers/magnus-kristensen-1036595,denmark vs sweden
Surya Anand ,st †Boshoff b Zaker Taqawi,23,21,-,2,1,109.52,/cricketers/surya-anand-1273173,denmark vs sweden
Musa Shaheen ,run out (Prashant Shukla/Saeed Ahmed),3,4,-,0,0,75,/cricketers/musa-shaheen-1153703,denmark vs sweden
Anique Uddin ,lbw b Abdul Naser Baluch,16,18,-,0,0,88.88,/cricketers/anique-uddin-1144658,denmark vs sweden
Oliver Hald ,c Shahzeb Choudhry b Zaker Taqawi,1,3,-,0,0,33.33,/cricketers/oliver-hald-1036585,denmark vs sweden
Raza Iqbal ,lbw b Amjad Sher,2,4,-,0,0,50,/cricketers/raza-iqbal-917093,finland vs norway
Saif-Ul Islam ,c Raaz Mohammad b Amjad Sher,6,21,-,1,0,28.57,/cricketers/saif-ul-islam-1338650,finland vs norway
Kuruge Abeyrathna ,c †Areeb Quadir b Raaz Mohammad,7,7,-,1,0,100,/cricketers/kuruge-abeyrathna-1271990,finland vs norway
Tafseer Ali ,st †Areeb Quadir b Akhil Arjunan,4,8,-,0,0,50,/cricketers/tafseer-ali-581602,finland vs norway
Muhammad Butt ,not out ,45,46,-,4,0,97.82,/cricketers/muhammad-butt-467850,finland vs norway
Ali Saleem (c),c Mohan b Parveen Kumar,1,5,-,0,0,20,/cricketers/ali-saleem-523825,finland vs norway
Javed Maroofkhail ,c †Areeb Quadir b Akhil Arjunan,1,2,-,0,0,50,/cricketers/javed-maroofkhail-1188638,finland vs norway
Nathan Collins (c), b Vinay Ravi,10,7,-,1,0,142.85,/cricketers/nathan-collins-1156457,finland vs norway
Jordan O'Brien ,c Javed Maroofkhail b Qamar Mushtaque,9,6,-,0,1,150,/cricketers/jordan-o-brien-1070956,finland vs norway
Aravind Mohan ,c Raza Iqbal b Vinay Ravi,10,12,-,2,0,83.33,/cricketers/aravind-mohan-1156467,finland vs norway
Amjad Sher , b Qamar Mushtaque,0,1,-,0,0,0,/cricketers/amjad-sher-1194056,finland vs norway
Areeb Quadir †,c †Junaid Mehmood b Javed Maroofkhail,2,5,-,0,0,40,/cricketers/areeb-quadir-1194054,finland vs norway
Akhil Arjunan ,lbw b Raza Iqbal,9,20,-,0,0,45,/cricketers/akhil-arjunan-1167747,finland vs norway
Parveen Kumar , b Raza Iqbal,11,15,-,1,1,73.33,/cricketers/parveen-kumar-1313734,finland vs norway
Faheem Nellancheri ,c & b Qamar Mushtaque,35,20,-,2,3,175,/cricketers/faheem-nellancheri-946515,finland vs norway
Sumit Singh ,c Sher Sahak b Shahbaz Butt,7,5,-,0,1,140,/cricketers/sumit-singh-1376779,finland vs norway
Nicolaj Laegsgaard ,c & b Gallagher,49,25,-,7,1,196,/cricketers/nicolaj-laegsgaard-1144657,denmark vs finland
Hamid Shah (c),c Raaz Mohammad b Amjad Sher,2,6,-,0,0,33.33,/cricketers/hamid-shah-364327,denmark vs finland
Shangeev Thanikaithasan   ,lbw b Raaz Mohammad,9,6,-,1,0,150,/cricketers/shangeev-thanikaithasan-1036597,denmark vs finland
Saif Ahmad , b Amjad Sher,66,45,-,3,3,146.66,/cricketers/saif-ahmad-659073,denmark vs finland
Lucky Ali ,c Jordan O'Brien b Akhil Arjunan,26,24,-,1,0,108.33,/cricketers/lucky-ali-1153700,denmark vs finland
Jordan O'Brien ,lbw b Hald,0,3,-,0,0,0,/cricketers/jordan-o-brien-1070956,denmark vs finland
Nathan Collins (c),c & b Lucky Ali,20,24,-,1,0,83.33,/cricketers/nathan-collins-1156457,denmark vs finland
Aravind Mohan †,c †Abdul Hashmi b Hald,0,1,-,0,0,0,/cricketers/aravind-mohan-1156467,denmark vs finland
Vanraaj Padhaal ,lbw b Hald,4,10,-,0,0,40,/cricketers/vanraaj-padhaal-1156464,denmark vs finland
Matthew Jenkinson , b Laegsgaard,17,17,-,2,0,100,/cricketers/matthew-jenkinson-1323404,denmark vs finland
Atif Rasheed , b Saud Munir,8,5,-,0,1,160,/cricketers/atif-rasheed-1313739,denmark vs finland
Peter Gallagher , b Lucky Ali,1,3,-,0,0,33.33,/cricketers/peter-gallagher-1156458,denmark vs finland
Amjad Sher ,c Hald b Lucky Ali,14,12,-,0,1,116.66,/cricketers/amjad-sher-1194056,denmark vs finland
Raza Iqbal ,st †Boshoff b Zaker Taqawi,64,42,-,8,2,152.38,/cricketers/raza-iqbal-917093,norway vs sweden
Saif-Ul Islam ,c Saeed Ahmed b Shahzeb Choudhry,6,5,-,0,0,120,/cricketers/saif-ul-islam-1338650,norway vs sweden
Kuruge Abeyrathna ,c †Boshoff b Zaker Taqawi,16,15,-,1,0,106.66,/cricketers/kuruge-abeyrathna-1271990,norway vs sweden
Ali Saleem (c), b Zaker Taqawi,9,10,-,0,0,90,/cricketers/ali-saleem-523825,norway vs sweden
Tafseer Ali , b Saeed Ahmed,28,19,-,4,0,147.36,/cricketers/tafseer-ali-581602,norway vs sweden
Javed Maroofkhail ,c Shahzeb Choudhry b Zaker Taqawi,1,2,-,0,0,50,/cricketers/javed-maroofkhail-1188638,norway vs sweden
Junaid Mehmood †,lbw b Saeed Ahmed,11,7,-,2,0,157.14,/cricketers/junaid-mehmood-525145,norway vs sweden
Sher Sahak ,run out (Abdur Rahman Sudais/†Boshoff),15,14,-,1,0,107.14,/cricketers/sher-sahak-1271993,norway vs sweden
Muhammad Butt ,run out (Shahzeb Choudhry),5,6,-,0,0,83.33,/cricketers/muhammad-butt-467850,norway vs sweden
Abu Zar ,c Raza Iqbal b Vinay Ravi,0,2,-,0,0,0,/cricketers/abu-zar-271996,norway vs sweden
Choudry Share Ali , b Vinay Ravi,7,6,-,1,0,116.66,/cricketers/choudry-share-ali-1273286,norway vs sweden
Imal Zuwak , b Raza Iqbal,19,19,-,3,0,100,/cricketers/imal-zuwak-1273278,norway vs sweden
Abdur Rahman Sudais ,c & b Qamar Mushtaque,42,38,-,4,0,110.52,/cricketers/abdur-rahman-sudais-335850,norway vs sweden
Sami Rahmani ,lbw b Raza Iqbal,6,3,-,0,1,200,/cricketers/sami-rahmani-250386,norway vs sweden
Saeed Ahmed , b Shahbaz Butt,0,1,-,0,0,0,/cricketers/saeed-ahmed-1215488,norway vs sweden
Wynand Boshoff †,lbw b Raza Iqbal,0,2,-,0,0,0,/cricketers/wynand-boshoff-1273277,norway vs sweden
Zaker Taqawi ,run out (Tafseer Ali),0,1,-,0,0,0,/cricketers/zaker-taqawi-1318855,norway vs sweden
Shahzeb Choudhry (c),c Sher Sahak b Raza Iqbal,11,17,-,0,0,64.7,/cricketers/shahzeb-choudhry-1046653,norway vs sweden
Raza Iqbal ,c Laegsgaard b Lucky Ali,25,22,-,3,1,113.63,/cricketers/raza-iqbal-917093,denmark vs norway
Nouman Butt ,c Shah b Surya Anand,5,10,-,1,0,50,/cricketers/nouman-butt-1325905,denmark vs norway
Chaudhary Akram , b Saud Munir,36,50,-,1,0,72,/cricketers/chaudhary-akram-751695,denmark vs norway
Ali Saleem (c),c & b Abdullah Mahmood,3,7,-,0,0,42.85,/cricketers/ali-saleem-523825,denmark vs norway
Kuruge Abeyrathna , b Laegsgaard,17,21,-,2,0,80.95,/cricketers/kuruge-abeyrathna-1271990,denmark vs norway
Javed Maroofkhail ,c Shah b Saud Munir,2,5,-,0,0,40,/cricketers/javed-maroofkhail-1188638,denmark vs norway
Sher Sahak ,not out ,0,0,-,0,0,-,/cricketers/sher-sahak-1271993,denmark vs norway
Qamar Mushtaque ,c †Abdul Hashmi b Saud Munir,2,2,-,0,0,100,/cricketers/qamar-mushtaque-1325906,denmark vs norway
Junaid Mehmood †,lbw b Saud Munir,0,1,-,0,0,0,/cricketers/junaid-mehmood-525145,denmark vs norway
Nicolaj Laegsgaard ,not out ,63,36,-,5,4,175,/cricketers/nicolaj-laegsgaard-1144657,denmark vs norway
Ram Sharan ,c & b Vijay Unni,26,37,-,2,0,70.27,/cricketers/ram-sharan-1139053,cambodia vs malaysia
Lakshit Gupta ,c Pavandeep Singh b Syazrul Idrus,1,3,-,0,0,33.33,/cricketers/lakshit-gupta-348044,cambodia vs malaysia
Mahaj Midda †,c Syazrul Idrus b Fitri Sham,35,30,-,1,3,116.66,/cricketers/mahaj-midda-1081233,cambodia vs malaysia
Luqman Butt (c), b Vijay Unni,26,11,-,1,3,236.36,/cricketers/luqman-butt-685831,cambodia vs malaysia
Uday Hathinjar ,c Muhammad Amir b Fitri Sham,0,1,-,0,0,0,/cricketers/uday-hathinjar-1343701,cambodia vs malaysia
Salvin Stanly ,c Muhamad Syahadat b Syazrul Idrus,11,9,-,1,1,122.22,/cricketers/salvin-stanly-1373205,cambodia vs malaysia
Etienne Beukes ,not out ,20,13,-,0,1,153.84,/cricketers/etienne-beukes-413023,cambodia vs malaysia
Sharwan Godara ,c Muniandy b Syazrul Idrus,0,1,-,0,0,0,/cricketers/sharwan-godara-332366,cambodia vs malaysia
Gulam Murtaza ,c Muhamad Syahadat b Muniandy,8,12,-,0,0,66.66,/cricketers/gulam-murtaza-1096129,cambodia vs malaysia
Zubaidi Zulkifle ,c Sharan b Luqman Butt,21,13,-,3,0,161.53,/cricketers/zubaidi-zulkifle-913847,cambodia vs malaysia
Virandeep Singh ,c Beukes b Godara,0,3,-,0,0,0,/cricketers/virandeep-singh-633660,cambodia vs malaysia
Ahmad Faiz (c),c Lakshit Gupta b Godara,6,7,-,0,0,85.71,/cricketers/ahmad-faiz-307639,cambodia vs malaysia
Vijay Unni ,run out (Murtaza),38,33,-,1,2,115.15,/cricketers/vijay-unni-1090866,cambodia vs malaysia
Syed Aziz †,run out (Lakshit Gupta),26,17,-,4,0,152.94,/cricketers/syed-aziz-868003,cambodia vs malaysia
Muhammad Amir ,c Utkarsh Jain b Murtaza,23,20,-,2,0,115,/cricketers/muhammad-amir-1021025,cambodia vs malaysia
Muhamad Syahadat ,not out ,9,11,-,1,0,81.81,/cricketers/muhamad-syahadat-348125,cambodia vs malaysia
Sharvin Muniandy , b Godara,1,2,-,0,0,50,/cricketers/sharvin-muniandy-633638,cambodia vs malaysia
Fitri Sham ,lbw b Murtaza,1,2,-,0,0,50,/cricketers/fitri-sham-1037565,cambodia vs malaysia
Aman Desai †,c Hawoe b Arta,21,18,-,1,1,116.66,/cricketers/aman-desai-1048907,indonesia vs singapore
Abdul Rahman Bhadelia ,c Arta b Koda,1,7,-,0,0,14.28,/cricketers/abdul-rahman-bhadelia-1048915,indonesia vs singapore
Rezza Gaznavi (c),c Koda b Gamantika,25,19,-,3,1,131.57,/cricketers/rezza-gaznavi-307775,indonesia vs singapore
Anish Paraam ,c Muhaddis Muhaddis b Banunaek,59,39,-,5,1,151.28,/cricketers/anish-paraam-307692,indonesia vs singapore
Navin Param ,c & b Anjar Tadarus,12,16,-,1,0,75,/cricketers/navin-param-452540,indonesia vs singapore
Raoul Sharma ,not out ,26,16,-,1,1,162.5,/cricketers/raoul-sharma-1179839,indonesia vs singapore
Muhaddis Muhaddis ,c Thiyanesh b Avi Dixit,34,22,-,5,1,154.54,/cricketers/muhaddis-muhaddis-1082744,indonesia vs singapore
Anjar Tadarus ,c Avi Dixit b Amjad Mahboob,13,9,-,0,2,144.44,/cricketers/anjar-tadarus-1082745,indonesia vs singapore
Kadek Darmawan ,c Achar b Amjad Mahboob,0,1,-,0,0,0,/cricketers/kadek-darmawan-1082750,indonesia vs singapore
Ferdinando Banunaek ,c †Aman Desai b Sharma,45,47,-,3,0,95.74,/cricketers/ferdinando-banunaek-1167320,indonesia vs singapore
Kadek Gamantika (c),c Sharma b Achar,4,7,-,0,0,57.14,/cricketers/kadek-gamantika-1082742,indonesia vs singapore
Ahmad Ramdoni †,c Abdul Rahman b Bhargava,12,10,-,1,0,120,/cricketers/ahmad-ramdoni-1082736,indonesia vs singapore
Danilson Hawoe ,c Paraam b Bhargava,9,8,-,1,0,112.5,/cricketers/danilson-hawoe-1167318,indonesia vs singapore
Ram Sharan , b Tyler,29,29,-,2,2,100,/cricketers/ram-sharan-1139053,cambodia vs philippines
Lakshit Gupta ,lbw b DC Smith,4,6,-,0,0,66.66,/cricketers/lakshit-gupta-348044,cambodia vs philippines
Mahaj Midda †,c Podosky b DC Smith,50,42,-,4,2,119.04,/cricketers/mahaj-midda-1081233,cambodia vs philippines
Luqman Butt (c),c Kiani b Lukies,40,19,-,3,3,210.52,/cricketers/luqman-butt-685831,cambodia vs philippines
Uday Hathinjar , b Hutton,8,5,-,0,1,160,/cricketers/uday-hathinjar-1343701,cambodia vs philippines
Neil Smith ,c Murtaza b Godara,0,3,-,0,0,0,/cricketers/neil-smith-522836,cambodia vs philippines
Daniel Smith (c),c Beukes b Salvin Stanly,68,43,-,4,5,158.13,/cricketers/daniel-smith-1082761,cambodia vs philippines
Jordan Alegre ,c Beukes b Godara,0,8,-,0,0,0,/cricketers/jordan-alegre-1301599,cambodia vs philippines
Hern Isorena ,c Prasad b Murtaza,0,4,-,0,0,0,/cricketers/hern-isorena-1301592,cambodia vs philippines
Haider Kiani , b Utkarsh Jain,4,5,-,0,0,80,/cricketers/haider-kiani-1082766,cambodia vs philippines
Amanpreet Sirah , b Hathinjar,27,15,-,2,1,180,/cricketers/amanpreet-sirah-1167799,cambodia vs philippines
Miggy Podosky ,c Prasad b Luqman Butt,41,20,-,2,4,205,/cricketers/miggy-podosky-1301593,cambodia vs philippines
Henry Tyler ,lbw b Luqman Butt,0,1,-,0,0,0,/cricketers/henry-tyler-1082762,cambodia vs philippines
Grant Russ †, b Luqman Butt,18,17,-,2,0,105.88,/cricketers/grant-russ-1167316,cambodia vs philippines
Samuel Stanislaus ,c Bruce b Mirpuri,47,39,-,4,2,120.51,/cricketers/samuel-stanislaus-1233043,gibraltar vs malta
Jaspal Singh , b Bruce,0,4,-,0,0,0,/cricketers/jaspal-singh-1369881,gibraltar vs malta
Ryan Bastiansz ,c Freyone b Mirpuri,24,24,-,0,1,100,/cricketers/ryan-bastiansz-1319337,gibraltar vs malta
Niraj Khanna ,c Latin b Reyes,0,1,-,0,0,0,/cricketers/niraj-khanna-1178906,gibraltar vs malta
Varun Thamotharam (c),not out ,60,30,-,5,5,200,/cricketers/varun-thamotharam-1233044,gibraltar vs malta
Fanyan Mughal ,c Mirpuri b Bodha,3,5,-,0,0,60,/cricketers/fanyan-mughal-492687,gibraltar vs malta
Aaftab Alam Khan †,c †Stagno b Mirpuri,1,3,-,0,0,33.33,/cricketers/aaftab-alam-khan-1269467,gibraltar vs malta
Kayron J Stagno †,c Khanna b Fazil Rahman,36,14,-,2,4,257.14,/cricketers/kayron-j-stagno-524219,gibraltar vs malta
Louis Bruce ,c Jaspal Singh b Fazil Rahman,0,1,-,0,0,0,/cricketers/louis-bruce-1274033,gibraltar vs malta
Julian Freyone ,c Bastiansz b Yash Singh,9,19,-,1,0,47.36,/cricketers/julian-freyone-467823,gibraltar vs malta
Iain Latin (c),c Fanyan Mughal b Fazil Rahman,5,4,-,1,0,125,/cricketers/iain-latin-403317,gibraltar vs malta
Bryan Zammitt ,c †Aaftab Alam Khan b Fanyan Mughal,1,5,-,0,0,20,/cricketers/bryan-zammitt-303936,gibraltar vs malta
Kenroy Nestor ,c sub (DR Patankar) b Fanyan Mughal,35,16,-,2,3,218.75,/cricketers/kenroy-nestor-1204627,gibraltar vs malta
Richard Hatchman ,st †Aaftab Alam Khan b Amar Sharma,11,13,-,1,0,84.61,/cricketers/richard-hatchman-1156444,gibraltar vs malta
Andrew Reyes ,lbw b Fazil Rahman,1,6,-,0,0,16.66,/cricketers/andrew-reyes-523245,gibraltar vs malta
Kabir Mirpuri ,not out ,18,19,-,0,0,94.73,/cricketers/kabir-mirpuri-303934,gibraltar vs malta
Bryan Zammitt ,lbw b Najjam Shahzad,0,6,-,0,0,0,/cricketers/bryan-zammitt-303936,gibraltar vs portugal
Louis Bruce ,not out ,58,53,-,7,1,109.43,/cricketers/louis-bruce-1274033,gibraltar vs portugal
Julian Freyone ,c †Kuldeep b Siraj Ullah Khadem,6,11,-,1,0,54.54,/cricketers/julian-freyone-467823,gibraltar vs portugal
Iain Latin (c),st †Kuldeep b Siraj Ullah Khadem,7,16,-,0,0,43.75,/cricketers/iain-latin-403317,gibraltar vs portugal
Kayron J Stagno †, b Ghimire,10,10,-,0,1,100,/cricketers/kayron-j-stagno-524219,gibraltar vs portugal
Kuldeep Gholiya †, b Nestor,14,6,-,3,0,233.33,/cricketers/kuldeep-gholiya-1321185,gibraltar vs portugal
Anthony Chambers , b Reyes,15,20,-,1,0,75,/cricketers/anthony-chambers-1156627,gibraltar vs portugal
Miguel Machado ,c †Stagno b Bruce,4,2,-,1,0,200,/cricketers/miguel-machado-362683,gibraltar vs portugal
Azhar Andani , b Nestor,8,14,-,0,0,57.14,/cricketers/azhar-andani-1274037,gibraltar vs portugal
Amir Zaib , b Reyes,7,8,-,1,0,87.5,/cricketers/amir-zaib-1274044,gibraltar vs portugal
Najjam Shahzad (c),c Zammitt b Hatchman,19,13,-,2,1,146.15,/cricketers/najjam-shahzad-1204631,gibraltar vs portugal
Francoise Stoman ,run out (Freyone/†Stagno),8,5,-,1,0,160,/cricketers/francoise-stoman-1204644,gibraltar vs portugal
Siraj Ullah Khadem ,run out (Latin),5,10,-,0,0,50,/cricketers/siraj-ullah-khadem-56161,gibraltar vs portugal
Suman Ghimire ,not out ,27,13,-,2,2,207.69,/cricketers/suman-ghimire-396580,gibraltar vs portugal
Samuel Stanislaus ,lbw b Najjam Shahzad,1,5,-,0,0,20,/cricketers/samuel-stanislaus-1233043,malta vs portugal
Jaspal Singh ,not out ,65,51,-,6,3,127.45,/cricketers/jaspal-singh-1369881,malta vs portugal
Amar Sharma , b Stoman,11,13,-,1,0,84.61,/cricketers/amar-sharma-1233042,malta vs portugal
Niraj Khanna ,c Chambers b Stoman,5,10,-,1,0,50,/cricketers/niraj-khanna-1178906,malta vs portugal
Kuldeep Gholiya †,c Fanyan Mughal b Yash Singh,80,31,-,6,8,258.06,/cricketers/kuldeep-gholiya-1321185,malta vs portugal
Anthony Chambers ,lbw b Fanyan Mughal,36,39,-,6,0,92.3,/cricketers/anthony-chambers-1156627,malta vs portugal
Miguel Machado ,c †Aaftab Alam Khan b Marks,1,2,-,0,0,50,/cricketers/miguel-machado-362683,malta vs portugal
Avinash Pai (c),retired hurt ,7,12,-,0,0,58.33,/cricketers/avinash-pai-1046619,gibraltar vs portugal
Louis Bruce ,run out (Machado),22,13,-,5,0,169.23,/cricketers/louis-bruce-1274033,gibraltar vs portugal
Jonathan West ,lbw b Stoman,11,27,-,0,0,40.74,/cricketers/jonathan-west-338535,gibraltar vs portugal
Iain Latin ,c Chambers b Assad Mehmood,5,10,-,0,0,50,/cricketers/iain-latin-403317,gibraltar vs portugal
Kayron J Stagno †,c †Kuldeep b Stoman,0,2,-,0,0,0,/cricketers/kayron-j-stagno-524219,gibraltar vs portugal
Bryan Zammitt , b Junaid Khan,9,14,-,0,0,64.28,/cricketers/bryan-zammitt-303936,gibraltar vs portugal
Kenroy Nestor ,lbw b Siraj Ullah Khadem,10,19,-,1,0,52.63,/cricketers/kenroy-nestor-1204627,gibraltar vs portugal
James Fitzgerald ,c Amir Zaib b Zohaib Sarwar,3,7,-,0,0,42.85,/cricketers/james-fitzgerald-1156724,gibraltar vs portugal
Kabir Mirpuri ,not out ,6,12,-,0,0,50,/cricketers/kabir-mirpuri-303934,gibraltar vs portugal
Kuldeep Gholiya †,not out ,56,32,-,2,6,175,/cricketers/kuldeep-gholiya-1321185,gibraltar vs portugal
Anthony Chambers ,lbw b Reyes,4,9,-,0,0,44.44,/cricketers/anthony-chambers-1156627,gibraltar vs portugal
Avinash Pai (c),c †Aaftab Alam Khan b Yash Singh,16,17,-,1,0,94.11,/cricketers/avinash-pai-1046619,gibraltar vs malta
Louis Bruce ,c Yash Singh b Thamotharam,52,34,-,9,0,152.94,/cricketers/louis-bruce-1274033,gibraltar vs malta
Iain Latin , b Fazil Rahman,28,30,-,2,0,93.33,/cricketers/iain-latin-403317,gibraltar vs malta
Kayron J Stagno †,c & b Thamotharam,0,1,-,0,0,0,/cricketers/kayron-j-stagno-524219,gibraltar vs malta
Jonathan West ,run out (Yash Singh/Thamotharam),14,15,-,1,0,93.33,/cricketers/jonathan-west-338535,gibraltar vs malta
Kenroy Nestor , b Fazil Rahman,3,4,-,0,0,75,/cricketers/kenroy-nestor-1204627,gibraltar vs malta
James Fitzgerald ,not out ,12,10,-,0,0,120,/cricketers/james-fitzgerald-1156724,gibraltar vs malta
Andrew Reyes , b Fazil Rahman,0,1,-,0,0,0,/cricketers/andrew-reyes-523245,gibraltar vs malta
Basil George ,c †Stagno b Bruce,12,7,-,0,2,171.42,/cricketers/basil-george-1275736,gibraltar vs malta
Samuel Stanislaus , b Pai,3,9,-,0,0,33.33,/cricketers/samuel-stanislaus-1233043,gibraltar vs malta
Niraj Khanna ,run out (†Stagno),1,5,-,0,0,20,/cricketers/niraj-khanna-1178906,gibraltar vs malta
Varun Thamotharam (c), b Mirpuri,5,9,-,0,0,55.55,/cricketers/varun-thamotharam-1233044,gibraltar vs malta
Aaftab Alam Khan †,st †Stagno b Mirpuri,10,9,-,2,0,111.11,/cricketers/aaftab-alam-khan-1269467,gibraltar vs malta
Amar Sharma ,not out ,13,17,-,0,0,76.47,/cricketers/amar-sharma-1233042,gibraltar vs malta
Fanyan Mughal ,c Pai b Fitzgerald,1,3,-,0,0,33.33,/cricketers/fanyan-mughal-492687,gibraltar vs malta
David Marks ,c Bruce b Mirpuri,10,15,-,0,0,66.66,/cricketers/david-marks-1178908,gibraltar vs malta
